Deployment: TfGM - Drakewell - A set of traffic cameras deployed by TfGM.,,,,,,,,,,,,,,,,
Platform: Drakewell  1414 (Automatic Traffic Counter) ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
timestamp,Vehicle count  - Motorcycles southwest bound ,Vehicle count  - Motorcycles northeast bound ,Vehicle count  - Cars and Light Vans southwest bound ,Vehicle count  - Cars and Light Vans northeast bound ,Vehicle count  - Cars with Trailer southwest bound ,Vehicle count  - Cars with Trailer northeast bound ,Vehicle count  - Rigids, Heavy Vans or Mini Buses southwest bound ,Vehicle count  - Rigids, Heavy Vans or Mini Buses northeast bound ,Vehicle count  - Articulated HGVs southwest bound ,Vehicle count  - Articulated HGVs northeast bound ,Vehicle count  - Buses and Coaches southwest bound ,Vehicle count  - Buses and Coaches northeast bound ,Vehicle speed  - Vehicles Speed southwest bound (km/h),Vehicle speed  - Vehicles Speed northeast bound (km/h)
14/05/2022 05:00,0,5,159,142,0,0,6,5,0,0,0,0,54.7,51.78,,
14/05/2022 06:00,2,3,211,182,0,0,6,6,0,0,0,0,51.17,51.3,,
14/05/2022 07:00,1,6,335,259,0,0,11,7,2,1,2,0,50.2,50.88,,
14/05/2022 08:00,3,10,343,418,1,0,10,12,2,1,2,0,49.1,49.45,,
14/05/2022 09:00,8,8,396,447,1,1,15,12,1,0,4,0,46.69,47.59,,
14/05/2022 10:00,2,4,467,524,1,0,14,14,1,0,2,0,46.53,46.56,,
14/05/2022 11:00,1,5,591,573,0,0,13,16,2,0,3,0,45.18,48.08,,
14/05/2022 12:00,7,10,656,654,1,0,11,14,2,0,6,0,44.38,46.48,,
14/05/2022 13:00,5,13,774,759,0,0,16,13,1,0,5,0,44.57,44.49,,
14/05/2022 14:00,5,19,736,744,0,0,14,11,2,0,4,0,45,44.25,,
14/05/2022 15:00,4,17,777,766,1,0,11,10,5,1,5,0,44.13,44.73,,
14/05/2022 16:00,12,14,798,761,0,0,17,11,3,2,4,0,43.02,43.93,,
14/05/2022 17:00,10,24,757,711,1,0,10,9,4,1,4,0,43.61,44.97,,
14/05/2022 18:00,5,10,868,763,1,0,9,8,5,1,6,0,43.55,45.83,,
14/05/2022 19:00,3,9,926,756,0,0,11,10,2,0,4,0,44.27,45.24,,
14/05/2022 20:00,14,15,819,774,0,0,10,8,2,0,5,0,45.29,46.73,,
14/05/2022 21:00,7,14,734,667,0,0,6,7,1,0,4,0,44.68,44.5,,
14/05/2022 22:00,6,7,828,717,0,0,8,8,3,2,5,0,44.25,45.42,,
14/05/2022 23:00,5,9,698,701,0,0,7,8,1,0,6,0,45.3,44.19,,
15/05/2022 00:00,6,9,564,622,1,0,2,7,0,0,3,0,47.89,46.98,,
15/05/2022 01:00,3,6,500,487,0,0,4,6,0,0,1,0,49.96,48.07,,
15/05/2022 02:00,4,4,462,391,0,0,3,5,0,0,0,0,50.73,49.91,,
15/05/2022 03:00,2,10,417,286,0,0,4,1,0,0,0,0,51.33,49.79,,
15/05/2022 04:00,2,8,335,245,0,0,6,4,0,0,0,0,52.62,51.13,,
15/05/2022 05:00,0,6,195,167,0,0,6,1,0,0,0,0,54.2,52.24,,
15/05/2022 06:00,2,5,185,143,0,0,6,2,1,0,0,0,52.02,52.8,,
15/05/2022 07:00,1,2,308,204,0,0,9,8,2,0,1,0,51.57,51.4,,
15/05/2022 08:00,1,3,214,276,0,0,12,8,0,0,2,0,48.18,50.49,,
15/05/2022 09:00,2,12,272,290,0,0,6,10,0,1,3,0,49.58,49.49,,
15/05/2022 10:00,0,7,393,422,0,0,7,9,0,0,3,0,46.55,48.22,,
15/05/2022 11:00,1,10,471,527,1,0,8,8,3,0,3,0,45.39,46.38,,
15/05/2022 12:00,6,19,600,594,1,0,9,6,0,0,5,0,44.73,44.65,,
15/05/2022 13:00,3,11,575,666,1,0,9,8,2,0,4,0,44.73,45.53,,
15/05/2022 14:00,5,13,708,705,0,1,9,4,5,0,3,0,44.43,47.09,,
15/05/2022 15:00,7,20,729,649,1,0,5,8,2,2,4,0,43.88,46.88,,
15/05/2022 16:00,5,8,722,727,0,0,9,6,4,0,4,1,44.2,45.14,,
15/05/2022 17:00,14,13,762,683,0,0,8,10,4,0,4,0,43.13,44.76,,
15/05/2022 18:00,5,15,877,715,1,0,6,7,0,0,3,0,43.34,45.37,,
15/05/2022 19:00,6,11,837,739,0,0,10,6,1,1,5,0,43.03,45.93,,
15/05/2022 20:00,11,19,718,782,0,0,12,4,2,0,3,0,45.07,46.67,,
15/05/2022 21:00,12,20,540,555,1,0,3,7,0,0,3,0,45.79,45.9,,
15/05/2022 22:00,5,15,603,583,0,0,5,4,0,0,3,0,46.02,45,,
15/05/2022 23:00,6,10,404,402,0,0,7,7,0,0,2,0,48.59,47.75,,
16/05/2022 00:00,5,10,227,214,0,0,4,3,0,0,1,0,48.88,48.15,,
16/05/2022 01:00,0,6,194,142,0,0,4,0,1,0,0,0,49.63,50.01,,
16/05/2022 02:00,0,3,137,107,1,0,2,0,1,0,0,0,51.11,48.28,,
16/05/2022 03:00,1,3,89,63,0,0,7,2,0,0,1,0,52.16,49.62,,
16/05/2022 04:00,1,0,83,61,0,0,4,4,1,0,0,0,50.97,49.48,,
16/05/2022 05:00,0,5,112,130,0,0,10,3,2,1,2,0,49.42,49.47,,
16/05/2022 06:00,2,22,329,276,0,0,9,10,0,0,2,0,48.74,50.52,,
16/05/2022 07:00,4,11,846,619,0,0,29,16,1,1,4,0,42.75,46.62,,
16/05/2022 08:00,8,25,820,1018,1,0,46,25,11,6,6,0,42.14,38.57,,
16/05/2022 09:00,7,17,764,824,1,1,41,29,7,0,7,0,41.55,40.84,,
16/05/2022 10:00,2,19,702,723,1,0,45,19,4,3,8,0,41.66,42.41,,
16/05/2022 11:00,6,20,657,665,2,0,40,21,3,0,4,0,43.41,42.38,,
16/05/2022 12:00,1,20,724,657,0,0,27,20,5,1,7,0,42.73,43.9,,
16/05/2022 13:00,9,9,741,713,2,1,43,26,4,2,6,0,42.68,43.29,,
16/05/2022 14:00,7,18,828,766,0,0,38,16,0,1,7,0,42.04,41.33,,
16/05/2022 15:00,7,19,890,858,1,0,26,18,12,6,5,0,40.69,39.79,,
16/05/2022 16:00,8,15,929,996,1,0,22,23,6,6,4,0,41.17,36.29,,
16/05/2022 17:00,15,18,1004,933,1,2,31,20,12,6,5,0,39.1,39.39,,
16/05/2022 18:00,5,25,898,776,5,0,15,9,4,1,7,0,41.78,43.27,,
16/05/2022 19:00,7,11,792,712,0,1,14,7,4,1,6,0,44.07,45.7,,
16/05/2022 20:00,7,8,661,631,0,0,8,9,0,0,4,0,46.4,47.08,,
16/05/2022 21:00,5,14,531,485,0,0,9,8,1,0,4,0,45.96,45.89,,
16/05/2022 22:00,11,12,449,456,0,0,9,12,1,0,5,0,47.09,46.72,,
16/05/2022 23:00,5,12,351,332,0,0,6,6,1,0,5,0,49.33,47.78,,
