Deployment: TfGM - Drakewell - A set of traffic cameras deployed by TfGM.,,,,,,,,,,,,,,,,
Platform: Drakewell  1017 (Automatic Traffic Counter) ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
timestamp,Vehicle count  - Motorcycles southbound ,Vehicle count  - Motorcycles northbound ,Vehicle count  - Cars and Light Vans southbound ,Vehicle count  - Cars and Light Vans northbound ,Vehicle count  - Cars with Trailer southbound ,Vehicle count  - Cars with Trailer northbound ,Vehicle count  - Rigids, Heavy Vans or Mini Buses southbound ,Vehicle count  - Rigids, Heavy Vans or Mini Buses northbound ,Vehicle count  - Articulated HGVs southbound ,Vehicle count  - Articulated HGVs northbound ,Vehicle count  - Buses and Coaches southbound ,Vehicle count  - Buses and Coaches northbound ,Vehicle speed  - Vehicles Speed southbound (km/h),Vehicle speed  - Vehicles Speed northbound (km/h)
30/06/2022 11:35,0,0,24,34,0,1,1,0,0,1,2,0,41.3,40.2,,
30/06/2022 11:40,0,0,23,34,0,0,3,1,2,0,3,0,39.8,37.6,,
30/06/2022 11:45,0,0,29,33,0,0,0,4,0,1,1,0,41.6,40,,
30/06/2022 11:50,1,0,29,26,0,1,0,0,0,0,4,0,38.1,40.1,,
30/06/2022 11:55,1,0,20,50,0,0,3,0,0,0,2,0,39.9,37.8,,
30/06/2022 12:00,0,0,28,36,0,0,2,1,0,0,2,0,39.2,39.7,,
30/06/2022 12:05,0,0,38,27,0,0,2,3,1,0,3,0,38,35.4,,
30/06/2022 12:10,2,0,21,30,1,0,1,1,0,0,2,0,38.9,40.1,,
30/06/2022 12:15,0,0,26,35,1,0,2,2,0,0,3,0,38.5,37.1,,
30/06/2022 12:20,0,0,33,22,0,0,1,1,0,0,1,0,39.2,41.5,,
30/06/2022 12:25,0,0,25,29,1,0,1,1,0,0,3,0,42.9,38.9,,
30/06/2022 12:30,0,0,36,36,0,0,2,1,0,0,4,0,40.4,38.2,,
30/06/2022 12:35,0,0,21,27,0,0,2,1,0,0,3,0,40.9,39.7,,
30/06/2022 12:40,1,0,25,29,0,0,1,0,0,0,1,0,44.8,41.5,,
30/06/2022 12:45,0,0,28,20,0,0,1,2,0,0,3,0,42,41.3,,
30/06/2022 12:50,0,0,27,21,0,0,1,1,0,0,3,0,41.4,41,,
30/06/2022 12:55,1,0,18,36,0,0,2,0,1,0,2,0,39.9,40.7,,
30/06/2022 13:00,0,1,18,26,0,0,0,1,0,0,3,0,43.5,40.2,,
30/06/2022 13:05,2,0,23,25,0,0,1,2,0,0,3,0,40.1,42.5,,
30/06/2022 13:10,0,0,23,33,0,0,1,0,0,0,1,0,40.4,41.6,,
